sequence	root_dist-25x1.0	root_dist-26x1.0	root_dist-27x1.0	root_dist-28x1.0	root_dist-29x1.0	root_dist-30x1.0	root_dist-31x1.0	root_dist-32x1.0	root_dist-33x1.0	root_dist-34x1.0	root_dist-35x1.0	root_dist-36x1.0	root_dist-37x1.0	root_dist-38x1.0	root_dist-39x1.0	root_dist-40x1.0	root_dist-41x1.0	root_dist-42x1.0	root_dist-43x1.0	root_dist-44x1.0	root_dist-45x1.0	root_dist-46x1.0	root_dist-47x1.0	root_dist-48x1.0	root_dist-49x1.0	root_dist-50x1.0	root_dist-51x1.0	root_dist-52x1.0	root_dist-53x1.0	root_dist-54x1.0	root_dist-55x1.0	root_dist-56x1.0	root_dist-57x1.0	root_dist-58x1.0	root_dist-59x1.0	root_dist-60x1.0	root_dist-61x1.0	root_dist-62x1.0	root_dist-63x1.0	root_dist-64x1.0	root_dist-65x1.0	root_dist-66x1.0	root_dist-67x1.0	root_dist-68x1.0	root_dist-69x1.0	avg_clade-1x1.0	max_clade-2x1.0
Portugal/PT20652/2021	1	1	1	1	1	1	1	1	8	14	46	87	100	111	110	106	108	123	116	91	71	46	31	23	20	17	12	12	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	61	199
Portugal/PT21793/2021	1	1	1	1	1	1	1	1	8	14	46	87	100	111	110	106	108	123	116	89	69	43	28	20	17	14	10	9	singleton	singleton	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT22699/2021	1	1	1	1	1	1	1	1	8	14	46	87	100	111	110	106	108	122	115	88	68	42	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	48	94
Portugal/PT25233/2022	1	1	1	1	1	1	1	1	8	14	46	87	100	111	110	106	108	122	115	88	68	42	singleton	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	48	94
Portugal/PT22103/2021	1	1	1	1	1	1	1	1	8	13	45	86	99	110	109	105	107	121	114	87	67	41	27	19	16	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	26	140
Portugal/PT22110/2021	1	1	1	1	1	1	1	1	8	13	45	86	99	110	109	105	107	121	114	87	67	41	27	19	16	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	26	140
Portugal/PT22104/2021	1	1	1	1	1	1	1	1	8	13	45	86	99	110	109	105	107	121	114	87	67	41	27	19	16	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	26	140
Portugal/PT22102/2021	1	1	1	1	1	1	1	1	8	13	45	86	99	110	109	105	107	121	114	87	67	41	27	19	16	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	26	140
Portugal/PT21184/2021	1	1	1	1	1	1	1	1	8	13	45	86	99	110	109	105	107	121	114	87	66	40	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	27	52
Portugal/PT21182/2021	1	1	1	1	1	1	1	1	8	13	45	86	99	110	109	105	107	121	114	87	66	40	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	27	52
Portugal/PT22274/2021	1	1	1	1	1	1	1	1	7	12	43	84	97	108	107	101	104	118	110	83	62	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	72	137
Portugal/PT23859/2021	1	1	1	1	1	1	1	1	7	12	43	84	97	108	107	101	104	118	110	83	62	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	72	137
Portugal/PT23090/2021	1	1	1	1	1	1	1	1	7	12	43	84	97	108	107	100	103	117	singleton	singleton	singleton	singleton	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	73	singleton
Portugal/PT22464/2021	1	1	1	1	1	1	1	1	7	12	43	84	97	108	107	100	103	116	106	79	58	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	74	191
Portugal/PT21169/2021	1	1	1	1	1	1	1	1	7	12	43	84	97	108	107	99	102	115	105	78	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	49	189
Portugal/PT20406/2021	1	1	1	1	1	1	1	1	7	12	43	84	97	108	107	99	102	115	105	78	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	49	189
Portugal/PT23793/2021	1	1	1	1	1	1	1	1	7	12	43	84	97	108	107	99	101	114	104	77	57	33	22	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	50	190
Portugal/PT23218/2021	1	1	1	1	1	1	1	1	7	12	43	84	97	108	107	99	101	114	104	77	57	33	22	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	50	190
Portugal/PT25634/2022	1	1	1	1	1	1	1	1	6	11	42	83	96	107	106	97	99	112	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	33	196
Portugal/PT25158/2022	1	1	1	1	1	1	1	1	6	11	42	83	96	107	106	97	99	112	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	33	196
Portugal/PT24206/2021	1	1	1	1	1	1	1	1	6	11	41	82	95	106	105	96	98	111	102	76	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	34	416
Portugal/PT25175/2022	1	1	1	1	1	1	1	1	6	11	41	82	95	106	105	96	98	111	102	76	singleton	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	34	416
Portugal/PT24204/2021	1	1	1	1	1	1	1	1	6	11	41	82	95	106	105	96	98	111	102	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	34	417
Portugal/PT24214/2021	1	1	1	1	1	1	1	1	6	11	41	82	95	106	105	96	98	111	102	singleton	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	34	417
Portugal/PT21136/2021	1	1	1	1	1	1	1	1	5	10	40	81	94	105	104	95	97	110	101	74	55	32	19	singleton	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	75	252
Portugal/PT21962/2021	1	1	1	1	1	1	1	1	5	10	40	81	94	105	104	95	97	110	101	74	55	32	19	singleton	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	75	252
Portugal/PT21124/2021	1	1	1	1	1	1	1	1	4	9	39	80	93	104	singleton	singleton	268	296	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	76	singleton
Portugal/PT20264/2021	1	1	1	1	1	1	1	1	4	9	39	79	91	102	101	singleton	268	296	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT20953/2021	1	1	1	1	1	1	1	1	4	9	38	78	90	101	100	89	86	99	singleton	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT21058/2021	1	1	1	1	1	1	1	1	4	9	38	singleton	singleton	singleton	singleton	singleton	singleton	296	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	77	singleton
Portugal/PT23773/2021	1	1	1	1	1	1	1	1	4	9	33	71	83	93	92	81	77	singleton	singleton	singleton	singleton	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT20506/2021	1	1	1	1	1	1	1	1	3	8	32	67	80	90	88	78	74	singleton	singleton	singleton	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	78	singleton
Portugal/PT23234/2021	1	1	1	1	1	1	1	1	3	6	30	65	78	89	87	77	singleton	singleton	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT20583/2021	1	1	1	1	1	1	1	1	2	5	18	25	27	29	28	27	27	27	singleton	singleton	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	79	198
Portugal/PT20578/2021	1	1	1	1	1	1	1	1	2	5	18	25	27	29	28	27	27	27	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	79	198
Portugal/PT22323/2021	1	1	1	1	1	1	1	1	1	4	7	6	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT21849/2021	1	1	1	1	1	1	1	1	1	4	6	5	5	5	5	6	6	6	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	62	88
Portugal/PT21848/2021	1	1	1	1	1	1	1	1	1	4	6	5	5	5	5	6	6	6	singleton	singleton	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	62	88
Portugal/PT21119/2021	1	1	1	1	1	1	1	1	1	3	3	3	3	3	3	4	4	4	6	7	8	7	6	5	5	5	3	5	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	80	184
Portugal/PT21660/2021	1	1	1	1	1	1	1	1	1	3	3	3	3	3	3	4	4	4	6	7	8	7	6	5	5	5	3	5	singleton	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	80	184
Portugal/PT23016/2021	1	1	1	1	1	1	1	1	1	3	3	3	3	3	3	4	4	4	5	6	7	6	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	158	67	22	8	5	3	4	16	11	6	4	2	1	81	singleton
Portugal/PT25190/2022	1	1	1	1	1	1	1	1	1	3	3	3	3	3	3	4	4	4	5	6	7	6	singleton	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	81	singleton
Portugal/PT21070/2021	1	1	1	1	1	1	1	1	8	20	singleton	singleton	singleton	singleton	singleton	singleton	268	296	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT23817/2021	1	1	1	1	1	1	1	1	8	18	52	94	112	126	126	127	135	157	152	125	95	72	50	37	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	66	53
Portugal/PT23804/2021	1	1	1	1	1	1	1	1	8	18	52	94	112	126	126	127	135	157	152	125	95	72	50	37	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	66	53
Portugal/PT22168/2021	1	1	1	1	1	1	1	1	8	18	52	94	111	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT20558/2021	1	1	1	1	1	1	1	1	8	18	52	94	110	123	123	124	132	154	149	singleton	singleton	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	91	singleton
Portugal/PT23869/2021	1	1	1	1	1	1	1	1	8	17	51	93	109	122	122	123	131	153	148	121	93	61	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	67	143
Portugal/PT23868/2021	1	1	1	1	1	1	1	1	8	17	51	93	109	122	122	123	131	153	148	121	93	61	singleton	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	67	143
Portugal/PT23686/2021	1	1	1	1	1	1	1	1	8	17	51	93	109	122	122	123	130	152	147	120	92	60	42	31	25	20	15	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	67	144
Portugal/PT23688/2021	1	1	1	1	1	1	1	1	8	17	51	93	109	122	122	123	130	152	147	120	92	60	42	31	25	20	15	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	67	144
Portugal/PT21279/2021	1	1	1	1	1	1	1	1	8	17	51	93	109	122	121	122	129	151	146	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	68	145
Portugal/PT23109/2021	1	1	1	1	1	1	1	1	8	17	51	93	109	122	121	122	129	151	146	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	68	145
Portugal/PT20705/2021	1	1	1	1	1	1	1	1	8	17	51	93	108	121	120	singleton	singleton	singleton	singleton	singleton	singleton	singleton	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT21935/2021	1	1	1	1	1	1	1	1	8	17	51	93	108	120	119	117	124	146	140	114	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT22759/2021	1	1	1	1	1	1	1	1	8	17	51	93	108	singleton	singleton	244	268	296	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT20650/2021	1	1	1	1	1	1	1	1	8	16	50	92	107	118	117	114	122	142	135	107	singleton	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	70	singleton
Portugal/PT21983/2021	1	1	1	1	1	1	1	1	8	16	50	92	107	118	117	113	117	132	126	100	80	53	35	26	21	singleton	singleton	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT22026/2021	1	1	1	1	1	1	1	1	8	16	50	92	107	118	117	113	116	131	125	99	79	52	singleton	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	92	singleton
Portugal/PT23925/2021	1	1	1	1	1	1	1	1	8	16	50	92	107	118	117	113	116	131	125	99	79	52	singleton	singleton	singleton	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	92	singleton
Portugal/PT23496/2021	1	1	1	1	1	1	1	1	8	15	49	91	105	116	115	111	114	129	124	98	78	51	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	47	141
Portugal/PT23494/2021	1	1	1	1	1	1	1	1	8	15	49	91	105	116	115	111	114	129	124	98	78	51	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	47	141
Portugal/PT20866/2021	1	1	1	1	1	1	1	1	8	15	48	90	103	114	113	109	112	127	121	95	77	50	34	singleton	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	93	203
Portugal/PT20863/2021	1	1	1	1	1	1	1	1	8	15	48	90	103	114	113	109	112	127	121	95	77	50	34	singleton	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	93	203
Portugal/PT22768/2021	1	1	1	1	1	1	1	1	8	15	47	88	101	112	111	107	110	125	119	singleton	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	94	200
Portugal/PT22769/2021	1	1	1	1	1	1	1	1	8	15	47	88	101	112	111	107	110	125	119	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	94	200
Portugal/PT23891/2021	1	1	1	1	1	1	1	1	8	14	46	87	100	111	110	106	108	123	116	90	70	45	30	22	singleton	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	96	singleton
Portugal/PT21412/2021	1	1	1	1	1	1	1	1	8	13	45	86	99	110	109	105	107	121	114	87	66	40	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	27	52
Portugal/PT21304/2021	1	1	1	1	1	1	1	1	8	13	45	86	99	110	109	105	107	121	114	87	66	40	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	27	52
Portugal/PT21107/2021	1	1	1	1	1	1	1	1	8	13	45	86	99	110	109	105	107	121	114	87	66	40	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	27	52
Portugal/PT22203/2021	1	1	1	1	1	1	1	1	8	13	45	86	99	110	109	105	107	121	114	87	66	40	singleton	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	27	52
Portugal/PT22030/2021	1	1	1	1	1	1	1	1	7	12	43	84	97	108	107	104	106	120	113	86	65	39	26	singleton	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	97	singleton
Portugal/PT23758/2021	1	1	1	1	1	1	1	1	7	12	43	84	97	108	107	104	106	120	112	85	64	38	singleton	singleton	singleton	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT21941/2021	1	1	1	1	1	1	1	1	7	12	43	84	97	108	107	singleton	singleton	singleton	singleton	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	98	singleton
Portugal/PT21829/2021	1	1	1	1	1	1	1	1	7	12	43	84	97	108	107	101	104	118	109	82	61	36	singleton	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	100	singleton
Portugal/PT22810/2021	1	1	1	1	1	1	1	1	7	12	43	84	97	108	107	101	104	118	108	81	60	35	singleton	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	101	138
Portugal/PT23670/2021	1	1	1	1	1	1	1	1	7	12	43	84	97	108	107	101	104	118	108	81	60	35	singleton	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	101	138
Portugal/PT22209/2021	1	1	1	1	1	1	1	1	7	12	43	84	97	108	107	100	103	117	107	80	59	34	23	singleton	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	73	singleton
Portugal/PT23154/2021	1	1	1	1	1	1	1	1	7	12	43	84	97	108	107	100	103	116	106	79	58	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	74	191
Portugal/PT21674/2021	1	1	1	1	1	1	1	1	5	10	40	81	94	105	104	95	97	110	101	74	55	32	20	15	singleton	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT20644/2021	1	1	1	1	1	1	1	1	4	9	39	80	93	104	103	94	268	296	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	76	424
Portugal/PT21442/2021	1	1	1	1	1	1	1	1	4	9	39	80	92	103	102	93	95	108	100	singleton	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	102	singleton
Portugal/PT20403/2021	1	1	1	1	1	1	1	1	4	9	38	78	90	101	100	89	86	99	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	103	singleton
Portugal/PT21940/2021	1	1	1	1	1	1	1	1	4	9	38	77	89	100	99	88	85	singleton	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	77	singleton
Portugal/PT20978/2021	1	1	1	1	1	1	1	1	4	9	37	76	88	99	98	87	singleton	singleton	singleton	singleton	singleton	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	104	singleton
Portugal/PT21875/2021	1	1	1	1	1	1	1	1	4	9	37	76	88	98	97	86	83	singleton	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	105	singleton
Portugal/PT22683/2021	1	1	1	1	1	1	1	1	4	9	34	73	85	95	94	83	79	singleton	singleton	singleton	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT21349/2021	1	1	1	1	1	1	1	1	4	9	33	71	83	93	92	81	77	singleton	singleton	singleton	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT22442/2021	1	1	1	1	1	1	1	1	4	9	33	71	83	93	91	80	76	84	67	singleton	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	106	singleton
Portugal/PT20685/2021	1	1	1	1	1	1	1	1	3	8	32	68	81	91	89	79	75	296	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT21850/2021	1	1	1	1	1	1	1	1	3	8	32	67	80	90	88	78	74	singleton	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	78	427
Portugal/PT20500/2021	1	1	1	1	1	1	1	1	3	8	32	67	80	90	88	78	74	296	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	78	427
Portugal/PT23732/2021	1	1	1	1	1	1	1	1	3	6	30	65	78	89	87	77	singleton	singleton	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT23977/2021	1	1	1	1	1	1	1	1	2	5	19	26	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	107	singleton
Portugal/PT20819/2021	1	1	1	1	1	1	1	1	1	4	7	6	6	6	6	singleton	singleton	singleton	singleton	singleton	singleton	singleton	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	108	singleton
Portugal/PT21086/2021	1	1	1	1	1	1	1	1	1	4	7	6	6	6	6	singleton	singleton	singleton	singleton	singleton	singleton	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	108	singleton
Portugal/PT20408/2021	1	1	1	1	1	1	1	1	1	3	3	3	3	3	3	4	4	4	6	7	8	7	6	5	5	5	3	4	singleton	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	109	singleton
Portugal/PT21496/2021	1	1	1	1	1	1	1	1	1	3	3	3	3	3	3	4	4	4	6	7	8	7	6	5	5	5	3	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	110	185
Portugal/PT22680/2021	1	1	1	1	1	1	1	1	1	3	3	3	3	3	3	4	4	4	5	6	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	82	246
Portugal/PT23020/2021	1	1	1	1	1	1	1	1	1	3	3	3	3	3	3	4	4	4	5	6	singleton	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	82	246
Portugal/PT21938/2021	1	1	1	1	1	1	1	1	1	3	3	3	3	3	3	4	4	4	5	6	singleton	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	82	singleton
Portugal/PT22640/2021	1	1	1	1	1	1	1	1	1	3	3	3	3	3	3	4	4	4	4	5	5	5	5	4	4	4	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	83	singleton
Portugal/PT23018/2021	1	1	1	1	1	1	1	1	1	3	3	3	3	3	3	4	4	4	4	4	4	4	4	3	3	3	singleton	singleton	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	83	singleton
Portugal/PT24146/2021	1	1	1	1	1	1	1	1	1	3	3	3	3	3	3	4	4	4	4	4	4	4	4	3	3	3	singleton	singleton	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	83	singleton
Portugal/PT25422/2022	1	1	1	1	1	1	1	1	8	19	54	96	114	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	158	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT22418/2021	1	1	1	1	1	1	1	1	8	19	53	95	113	127	127	128	136	158	153	126	96	singleton	singleton	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	115	singleton
Portugal/PT23130/2021	1	1	1	1	1	1	1	1	8	19	53	95	113	127	127	128	136	158	153	126	96	singleton	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	115	singleton
Portugal/PT25082/2022	1	1	1	1	1	1	1	1	8	18	52	94	111	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	singleton	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT20678/2021	1	1	1	1	1	1	1	1	8	18	52	94	110	123	123	124	132	154	149	singleton	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	91	singleton
Portugal/PT22750/2021	1	1	1	1	1	1	1	1	8	17	51	93	109	122	121	122	129	151	310	263	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	68	147
Portugal/PT23358/2021	1	1	1	1	1	1	1	1	8	17	51	93	109	122	121	122	129	151	145	119	91	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	68	146
Portugal/PT23359/2021	1	1	1	1	1	1	1	1	8	17	51	93	109	122	121	122	129	151	145	119	91	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	68	146
Portugal/PT23019/2021	1	1	1	1	1	1	1	1	8	17	51	93	108	120	119	117	124	146	140	114	singleton	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	116	singleton
Portugal/PT23719/2021	1	1	1	1	1	1	1	1	8	17	51	93	108	120	119	117	124	146	140	114	singleton	singleton	singleton	singleton	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	116	singleton
Portugal/PT21424/2021	1	1	1	1	1	1	1	1	8	17	51	93	108	119	118	116	123	singleton	singleton	singleton	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT21076/2021	1	1	1	1	1	1	1	1	8	16	50	92	107	118	117	114	122	142	135	107	singleton	singleton	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	70	singleton
Portugal/PT21289/2021	1	1	1	1	1	1	1	1	8	16	50	92	107	118	117	113	120	140	singleton	singleton	singleton	singleton	singleton	singleton	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	singleton	singleton
Portugal/PT21925/2021	1	1	1	1	1	1	1	1	8	16	50	92	107	118	117	113	117	132	126	100	80	53	35	26	21	singleton	singleton	singleton	singleton	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	117	singleton
Portugal/PT20310/2021	1	1	1	1	1	1	1	1	8	16	50	92	107	118	117	113	117	132	126	100	80	53	35	26	21	singleton	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	117	singleton
Portugal/PT23240/2021	1	1	1	1	1	1	1	1	8	15	48	90	104	115	114	110	113	128	123	97	214	180	141	116	105	73	74	55	99	120	170	259	158	67	22	8	5	3	4	16	11	6	4	2	1	71	260
